,"Item","Description","Type","Cost","Price","Sales Tax Code","Quantity On Hand","Quantity On Sales Order","Reorder Pt (Min)","Quantity On Purchase Order","Preferred Vendor"
,"Nuvo-7006DE-i9OC-65W","Nuvo-7006DE-i9OC-65W..Intel® Coffee Lake 9th/8th-Gen Core™ i fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE","Nuvo-7006DE-PoE..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE, 2-s...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-I5HCG9-65W","Nuvo-7006DE-PoE-I5HCG9-65W..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with ...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-i7HC-65W","Nuvo-7006DE-PoE-i7HC-65W..Intel® Coffee Lake 8th/9th-Gen Core™ i fanless embedded controller wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-i7OC8T-65W","Nuvo-7006DE-PoE-i7OC8T-65W..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with ...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-i7OCG9","Nuvo-7006DE-PoE-i7OCG9..Intel® Coffee Lake 9th/8th-Gen Core™ i fanless embedded controller with ...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-i7OCG9-65W","Nuvo-7006DE-PoE-i7OCG9-65W..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controller ...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-i7OCG9-65W-DS","Nuvo-7006DE-PoE-i7OCG9-65W-DS..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller wi...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-i9OC-65W","Nuvo-7006DE-PoE-i9OC-65W..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embeddedcontroller wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-PaR01","Nuvo-7006DE-PoE-PaR01..Intel® Coffee Lake 8th/9th-Gen Core™ i fanless embedded controller with 6...","Group",0.00,"",,"","","","",
,"Nuvo-7006DE-PoE-PaR02","Nuvo-7006DE-PoE-PaR02..Intel® Coffee Lake 8th/9th-Gen Core™ i fanless embedded controller with 6...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i5HC-65W","Nuvo-7006E-i5HC-65W..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE,...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i5HCG9","Nuvo-7006E-i5HCG9..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE, 1...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i5HCG9-65W-DS","Nuvo-7006E-i5HCG9-65W-DS..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i7HC","Nuvo-7006E-i7HC..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE, 1-s...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i7HC-65W","Nuvo-7006E-i7HC-65W..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE,...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i7HC-65W-BLL01","Nuvo-7006E-i7HC-65W-BLL01..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controller w...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i7OCG9","Nuvo-7006E-i7OCG9..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE, 1...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i7OCG9-65W","Nuvo-7006E-i7OCG9-65W..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x Gb...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i7OCG9-65W-DS","Nuvo-7006E-i7OCG9-65W-DS..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-i9OC-65W","Nuvo-7006E-i9OC-65W..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE,...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE","Nuvo-7006E-PoE..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x GbE, 1-sl...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i5HCG9-65W-DS","Nuvo-7006E-PoE-i5HCG9-65W-DS..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i7","Nuvo-7006E-PoE-i7OC8T-65W..Intel® Coffee Lake 9th-Gen Core™ i fanless embedded controller with 6...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i7HC","Nuvo-7006E-PoE-i7HC..Intel Coffee Lake 8th-Gen Core i fanless embedded controller with 2x GbE,4x...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i7HC-65W","Nuvo-7006E-PoE-i7HC-65W..Intel Coffee Lake 8th-Gen Core i fanless embedded controller with 2x Gb...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i7HC-SHI01","Nuvo-7006E-PoE-i7HC-SHI01..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controller w...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i7OCG9","Nuvo-7006E-PoE-i7OCG9..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6x Gb...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i7OCG9-65W","Nuvo-7006E-PoE-i7OCG9-65W..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller with 6...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i7OCG9-65W-DS","Nuvo-7006E-PoE-i7OCG9-65W-DS..Intel® Coffee Lake 8th-Gen Core™ i fanless embedded controller wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-i9OC-65W","Nuvo-7006E-PoE-i9OC-65W..Intel® Coffee Lake 8th/9th-Gen Core™ i fanless embedded controller with...","Group",0.00,"",,"","","","",
,"Nuvo-7006E-PoE-TX01","Nuvo-7006E-PoE-TX01..Intel® Coffee Lake 9th-Gen Core™ i fanless embedded controller with 1-slot ...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i3QC","Nuvo-7006LP-i3QC..Intel Coffee Lake 8th-Gen Core i3-8100T fanless embedded controller with 6x Gb...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i5HC","Nuvo-7006LP-i5HC..Intel Coffee Lake 8th-Gen Core i5-8500T fanless embedded controller with 6x Gb...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i5HC-65W","Nuvo-7006LP-i5HC-65W..Intel Coffee Lake 8th-Gen Core i5-8500 fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i5HCG9","Nuvo-7006LP-i5HCG9..Intel Coffee Lake 8th-Gen Core i5-9500TE fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i5HCG9-65W","Nuvo-7006LP-i5HCG9-65W..Intel Coffee Lake 8th-Gen Core i5-9500E fanless embedded controller with...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i5HCG9-65W-DS","Nuvo-7006LP-i5HCG9-65W-DS..Intel Coffee Lake 8th-Gen Core i5-9500 fanless embedded controller wi...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7HC-65W","Nuvo-7006LP-i7HC-65W..Intel Coffee Lake 8th-Gen Core i7-8700 fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7HC-65W-PC01-40","Nuvo-7006LP-i7HC-65W-PC01-40..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controlle...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7OCG9-65W","Nuvo-7006LP-i7OCG9-65W..Intel Coffee Lake 9th-Gen Core i7-9700E fanless embedded controller with...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7OCG9-65W-DS","Nuvo-7006LP-i7OCG9-65W-DS..Intel Coffee Lake 9th-Gen Core i7-9700 fanless embedded controller wi...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7OCG9-65W-IFP01","Nuvo-7006LP-i7OCG9-65W-IFP01..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controlle...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7OCG9-65W-PaR01","Nuvo-7006LP-i7OCG9-65W-PaR01..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controlle...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7OCG9-65W-PaR02","Nuvo-7006LP-i7OCG9-65W-PaR02..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controlle...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i7OCG9-65W-PaR03","Nuvo-7006LP-i7OCG9-65W-PaR03..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controlle...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-i9OC-65W","Nuvo-7006LP-i9OC-65W..Intel Coffee Lake 8th-Gen Core i9-9900 fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE01-4TB","Nuvo-7006LP-MSE01-4TB..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE01-4TB-96","Nuvo-7006LP-MSE01-4TB-96..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller ...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE01-8TB","Nuvo-7006LP-MSE01-8TB..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE03-4TB-96","Nuvo-7006LP-MSE03-4TB-96..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller ...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE04-4TB-96","Nuvo-7006LP-MSE04-4TB-96..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller ...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE04-4TB-96-1","Nuvo-7006LP-MSE04-4TB-96-1..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controlle...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE05-4TB-96","Nuvo-7006LP-MSE05-4TB-96..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller ...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE06","Nuvo-7006LP-MSE06..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE06-20","Nuvo-7006LP-MSE06-20..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller with...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-MSE07","Nuvo-7006LP-MSE07..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded controller with 6x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE","Nuvo-7006LP-PoE..Intel Coffee Lake 8th-Gen Core i fanless embedded controller with 6x GbE, MezIO...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-BY01","Nuvo-7006LP-PoE-BY01..Intel® Coffee Lake 9th-Gen Core™ i fanless embedded controller with low-pr...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i5HC","Nuvo-7006LP-PoE-i5HC..Intel Coffee Lake 8th-Gen Core i fanless embedded controller 6xGbE with 4x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i5HC-65W","Nuvo-7006LP-PoE-i5HC-65W..Intel Coffee Lake 8th-Gen Core i fanless embedded controller 6xGbE wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i5HCG9","Nuvo-7006LP-PoE-i5HCG9..Intel® Coffee Lake 8th/9th-Gen Core™ i fanless embedded controller with ...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i5HCG9-65W","Nuvo-7006LP-PoE-i5HCG9-65W..Intel® Coffee Lake 8th/9th-Gen Core™ i fanless embedded controller w...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i7HC","Nuvo-7006LP-PoE-i7HC..Intel Coffee Lake 8th-Gen Core i fanless embedded controller 6xGbE with 4x...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i7HC-65W","Nuvo-7006LP-PoE-i7HC-65W..Intel Coffee Lake 8th-Gen Core i fanless embedded controller 6xGbE wit...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i7HC-65W-BLL01","Nuvo-7006LP-PoE-i7HC-65W-BLL01..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded control...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i7HC-65W-FL02","Nuvo-7006LP-PoE-i7HC-65W-FL02..Intel® Coffee Lake 9th/ 8th-Gen Core™ i fanless embedded controll...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i7OCG9","Nuvo-7006LP-PoE-i7OCG9..Intel® Coffee Lake 8th/9th-Gen Core™ i fanless embedded controller with ...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i7OCG9-65W","Nuvo-7006LP-PoE-i7OCG9-65W..Intel Coffee Lake 8th-Gen Core i fanless embedded controller 6xGbE w...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-i7OCG9-65W-DS","Nuvo-7006LP-PoE-i7OCG9-65W-DS..Intel Coffee Lake 8th-Gen Core i fanless embedded controller 6xGb...","Group",0.00,"",,"","","","",
,"Nuvo-7006LP-PoE-MSE01-4TB-96","Nuvo-7006LP-PoE-MSE01-4TB-96..Intel® Coffee Lake 9th-Gen Core™ i-series fanless embedded control...","Group",0.00,"",,"","","","",
,"Nuvo-7100VTC-i7HC","Nuvo-7100VTC-i7HC..Intel® 8th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO, CAN b...","Group",0.00,"",,"","","","",
,"Nuvo-7100VTC-i7HC-65W","Nuvo-7100VTC-i7HC-65W..Intel® 8th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO, C...","Group",0.00,"",,"","","","",
,"Nuvo-7100VTC-i7OCG9","Nuvo-7100VTC-i7OCG9..Intel® 9th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO, CAN...","Group",0.00,"",,"","","","",
,"Nuvo-7100VTC-i9OC-65W","Nuvo-7100VTC-i9OC-65W..Intel® 9th-Gen Core™ in-vehicle controller with 4x M12 PoE+ ports, DIO, C...","Group",0.00,"",,"","","","",
,"Nuvo-7104VTC-i3QC","Nuvo-7104VTC-i3QC..Intel® 8th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ports, DIO, CAN b...","Group",0.00,"",,"","","","",
,"Nuvo-7104VTC-i5HC","Nuvo-7104VTC-i5HC..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports, DIO, ...","Group",0.00,"",,"","","","",
,"Nuvo-7104VTC-i5HC-65W","Nuvo-7104VTC-i5HC-65W..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports, D...","Group",0.00,"",,"","","","",
,"Nuvo-7104VTC-i7OCG9","Nuvo-7104VTC-i7OCG9..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports, DIO...","Group",0.00,"",,"","","","",
,"Nuvo-7104VTC-i7OCG9-65W","Nuvo-7104VTC-i7OCG9-65W..Intel® 8th/9th-Gen Core™ in-vehicle controller with 4x RJ45 PoE+ ports,...","Group",0.00,"",,"","","","",
,"Nuvo-7108VTC-i7OCG9","Nuvo-7108VTC-i7OCG9..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, DIO, CA...","Group",0.00,"",,"","","","",
,"Nuvo-7108VTC-i7OCG9-65W-DS","Nuvo-7108VTC-i7OCG9-65W-DS..Intel® 8th-Gen Core™ in-vehicle controller with 8x RJ45 PoE+ ports, ...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC","Nuvo-7160GC..Intel® Coffee Lake 8th-Gen Core™ i industrial-grade GPU computer w/ 6x GbE, 1x PCIe...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-1660Ti","Nuvo-7160GC-1660Ti..Intel® Coffee Lake 8th-Gen Core™ i industrial-grade GPU computer w/ 6x GbE, ...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i3QCG9-65W-DS","Nuvo-7160GC-i3QCG9-65W-DS..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and Int...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i3QCG9-65W-DS'","Nuvo-7160GC-i3QCG9-65W-DS..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and Int...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i5HC","Nuvo-7160GC-i5HC..Intel® Coffee Lake 8th-Gen Core™ i industrial-grade GPU computer w/ 6x GbE, 1x...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i5HCG9-65W-MS01","Nuvo-7160GC-i5HCG9-65W-MS01..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and I...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7HC","Nuvo-7160GC-i7HC..Intel® Coffee Lake 8th-Gen Core™ i industrial-grade GPU computer w/ 6x GbE, 1x...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7HC-1660Ti","Nuvo-7160GC-i7HC-1660Ti..Intel® Coffee Lake 8th-Gen Core™ i industrial-grade GPU computer w/ 6x ...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7HC-65W","Nuvo-7160GC-i7HC-65W..Intel® Coffee Lake 8th-Gen Core™ i industrial-grade GPU computer w/ 6x GbE...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7HC-65W-1060","Nuvo-7160GC-i7HC-65W-1060..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and Int...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7HC-65W-1660Ti","Nuvo-7160GC-i7HC-65W-1660Ti..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and I...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7OC8T-65W-1660Ti","Nuvo-7160GC-i7OC8T-65W-1660Ti..Rugged GPU-Computing Platform with 120W nVidia GTX-1660Ti GPU and...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7OCG9-65W","Nuvo-7160GC-i7OCG9-65W..Rugged GPU-Computing Platform supports 120W nVidia GPU card and Intel 9t...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7OCG9-65W-1660Ti","Nuvo-7160GC-i7OCG9-65W-1660Ti..Rugged GPU-Computing Platform with 120W nVidia GTX-1660Ti GPU and...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-i7OCG9-65W-DS","Nuvo-7160GC-i7OCG9-65W-DS..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and Int...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE","Nuvo-7160GC-PoE..Rugged GPU-Computing Platform supports 120W nVidia GPU with 4x IEEE 802.3at PoE...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-1660Ti","Nuvo-7160GC-PoE-1660Ti-GB..Rugged GPU-Computing Platform with 120W nVidia GTX-1660Ti GPU with 4x...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-AI-CF01","Nuvo-7160GC-PoE-AI-CF01..* OEM model for Active Inspection..Ruggedized GPU-Computing Platform Su...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i5HC-P620","Nuvo-7160GC-PoE-i5HC-P620..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and Int...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i7HC-1660S","Nuvo-7160GC-PoE-i7HC-1660S..Rugged GPU-Computing Platform with 120W nVidia GTX-1660 Super GPU an...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i7HC-1660Ti","Nuvo-7160GC-PoE-i7HC-1660Ti..Rugged GPU-Computing Platform with 120W nVidia GTX-1660Ti GPU and I...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i7HC-65W-1650","Nuvo-7160GC-PoE-i7HC-65W-1650..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU and...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i7HC-65W-1660Ti","Nuvo-7160GC-PoE-i7HC-65W-1660Ti..Rugged GPU-Computing Platform with 120W nVidia GTX-1660Ti GPU a...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i7HC-65W.","Nuvo-7160GC-PoE-i7HC-65W..Rugged GPU-Computing Platform supports 120W nVidia GTX-1660Ti GPU card...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i7OCG9-65W","Nuvo-7160GC-PoE-i7OCG9-65W..Ruggedized GPU-Computing Platform Supporting 120W nVidia®GPU and Int...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i7OCG9-65W-DS","Nuvo-7160GC-PoE-i7OCG9-65W-DS..Ruggedized GPU-Computing Platform Supporting 120W nVidia®GPU and ...","Group",0.00,"",,"","","","",
,"Nuvo-7160GC-PoE-i9OC-65W","Nuvo-7160GC-PoE-i9OC-65W..Rugged GPU-Computing Platform supports 120W nVidia GTX-1660Ti GPU and ...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC","Nuvo-7162GC..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200 and Intel® 9th/8th...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-i7HC-65W-BLL01","Nuvo-7162GC-i7HC-65W-BLL01..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200and ...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-i7OCG9-65W-DS-P2200","Nuvo-7162GC-i7OCG9-65W-DS-P2200..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P220...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-i7OCG9-65W-P2200","Nuvo-7162GC-i7OCG9-65W-P2200..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200 a...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-PoE","Nuvo-7162GC-PoE..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200 and Intel® 9th...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-PoE-AI-CF01","Nuvo-7162GC-PoE-AI-CF01..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200 and In...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-PoE-AI-CF02","Nuvo-7162GC-PoE-AI-CF02..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200 and In...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-PoE-P2200","Nuvo-7162GC-PoE-P2200..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200 and Inte...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC-PoE-P2200-30","Nuvo-7162GC-PoE-P2200-30..Ruggedized AI Inference Platform Supporting NVIDIA® Quadro P2200 and I...","Group",0.00,"",,"","","","",
,"Nuvo-7162GC(EA)-i5HC-65W-P2200","Nuvo-7162GC(EA)-i5HC-65W-P2200..Ruggedized GPU-Computing Platform Supporting 120W nVidia® GPU an...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-i7HC-65W","Nuvo-7164GC-i7HC-65W..Rugged Edge-computing Platform supporting NVIDIA TESLA T4/P4 and Intel 8th...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-i7HC-65W-T4","Nuvo-7164GC-i7HC-65W-T4..Rugged Edge-computing Platform supporting NVIDIA TESLA T4/P4 and Intel ...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-PoE","Nuvo-7164GC-PoE..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/ T4 and Intel® 8th-Gen...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-PoE-i7HC-65W","Nuvo-7164GC-PoE-i7HC-65W..Rugged Edge-computing Platform with NVIDIA TESLA T4 GPU card and Intel...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-PoE-i7HC-65W-T4","Nuvo-7164GC-PoE-i7HC-65W-T4..Rugged Edge-computing Platform with NVIDIA TESLA T4 GPU card and In...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-PoE-i7HC-65W-T4-AT","Nuvo-7164GC-PoE-i7HC-65W-T4-AT..Ruggedized Edge-computing Platform Supporting nVidia® Tesla P4.....","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-PoE-i7HC-T4","Nuvo-7164GC-PoE-i7HC-T4..Rugged AI Inference Platform with NVIDIA® Tesla T4 GPU card and Intel® ...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-PoE-i7OCG9-65W","Nuvo-7164GC-PoE-i7OCG9-65W..Ruggedized Edge-computing Platform Supporting nVidia® Tesla P4and In...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-PoE-i7OCG9-65W-DS","Nuvo-7164GC-PoE-i7OCG9-65W-DS..Ruggedized Edge-computing Platform Supporting nVidia® Tesla P4 an...","Group",0.00,"",,"","","","",
,"Nuvo-7164GC-T4","Nuvo-7164GC-T4..Rugged Edge-computing Platform supporting NVIDIA TESLA T4/P4 and Intel 8th-Gen C...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC","Nuvo-7166GC..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x16 slots and...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-i7HC-65W","Nuvo-7166GC-i7HC-65W..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x16 ...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-i7HC-65W-KO02","Nuvo-7166GC-i7HC-65W-KO02..Ruggedized AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two ...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-i7HC-65W-T4","Nuvo-7166GC-i7HC-65W-T4..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-i7OCG9-65W","Nuvo-7166GC-i7OCG9-65W..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x1...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-i7OCG9-65W-DS-T4","Nuvo-7166GC-i7OCG9-65W-DS-T4..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two P...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-i9OC-65W","*Nuvo-7166GC-i9OC-65W..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x16...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-i9OC-65W'","Nuvo-7166GC-i9OC-65W'..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x16...","Group",0.00,"",,"","","","",
,"Nuvo-7166GC-PoE","Nuvo-7166GC-PoE..Rugged AI Inference Platform Supporting NVIDIA® Tesla P4/T4, two PCIe x16 slots...","Group",0.00,"",,"","","","",
